"CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","X","HMDB","PUBCHEM","CHEMSPIDER","KEGG","CAS","PRIMARY_ID","X.1","X.2","X.3","X.4","X.5","Standardized name"
100010917,402,54942,208027,"Lipid","Diacylglycerol",2906,"NAMED","YEJYLHKQOBOSCP-OZKTZCCCSA-N","CCCCCCCC/C=C\CCCCCCCC(O[C@@H](CO)COC(CCCCCCCCCCCCCCC)=O)=O","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*",NA,"hmdb:HMDB0007102","pubchem:5282283","","kegg:C13861","","hmdb:HMDB0007102",NA,NA,NA,NA,"","DG 16:0_18:1"
100010925,402,54958,208043,"Lipid","Diacylglycerol",2915,"NAMED","YJEMDFYSDGNQNM-KUKVZOPTSA-N","CCCCCCCCCCCCCCCC(OCC(CO)OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)=O","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*",NA,"hmdb:HMDB0007112","pubchem:9543736","","","","hmdb:HMDB0007112",NA,NA,NA,NA,"","DG 16:0_20:4"
100010930,402,54967,208052,"Lipid","Diacylglycerol",2912,"NAMED","BHGPPCIWDXQOMA-HZFIRFLSSA-N","CCCCCC/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O","palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*","palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*",NA,"hmdb:HMDB0007132","pubchem:9543699","","","","hmdb:HMDB0007132",NA,NA,NA,NA,"","DG 16:1_18:2"
100010936,402,54960,208045,"Lipid","Diacylglycerol",2940,"NAMED","LWXLWRXRJKMNLM-XBUMEPTLSA-N","CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O","oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*","oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*",NA,"hmdb:HMDB0007228","pubchem:9543786","","","","hmdb:HMDB0007228",NA,NA,NA,NA,"","DG 18:1_20:4"
100010937,402,54961,208046,"Lipid","Diacylglycerol",2941,"NAMED","LWXLWRXRJKMNLM-XBUMEPTLSA-N","CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O","oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*","oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*",NA,"hmdb:HMDB0007228","pubchem:9543786","","","","hmdb:HMDB0007228",NA,NA,NA,NA,"","DG 18:1_20:4"
100010940,402,54966,208051,"Lipid","Diacylglycerol",2890,"NAMED","BHGPPCIWDXQOMA-HZFIRFLSSA-N","CCCCCC/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O","diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*","diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",NA,"","","","","","",NA,NA,NA,NA,"","DG 34:3"
100010949,402,57450,211104,"Lipid","Diacylglycerol",2938,"NAMED","NSXLMTYRMFVYNT-IOLLQWDPSA-N","CCCCCCCCCCCCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O","stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*","stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*",NA,"hmdb:HMDB0007170","pubchem:6438587","","kegg:C00165","","hmdb:HMDB0007170",NA,NA,NA,NA,"","DG 18:0_20:4"
100010950,402,57449,211103,"Lipid","Diacylglycerol",2939,"NAMED","NSXLMTYRMFVYNT-IOLLQWDPSA-N","CCCCCCCCCCCCCCCCCC(OCC(CO)OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)=O","stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*","stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*",NA,"hmdb:HMDB0007170","pubchem:6438587","","","","hmdb:HMDB0007170",NA,NA,NA,NA,"","DG 18:0_20:4"
100010955,209,57564,212104,"Xenobiotics","Chemical",6191,"NAMED","YFSUTJLHUFNCNZ-UHFFFAOYSA-N","O=S(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(O)=O","perfluorooctanesulfonate (PFOS)","perfluorooctanesulfonate (PFOS)",NA,"hmdb:HMDB0059586","pubchem:74483","chemspider:67068","kegg:C18142","CAS:1763-23-1","hmdb:HMDB0059586",NA,NA,NA,NA,"","Perfluorooctanesulfonic acid"
100015609,402,57416,211068,"Lipid","Ceramides",3032,"NAMED","XXWRZIYYFPIQHE-XPAOSYCESA-N","[H][C@](NC(CCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC","N-palmitoyl-sphingadienine (d18:2/16:0)*","N-palmitoyl-sphingadienine (d18:2/16:0)*",NA,"hmdb:HMDB0240686","","","","","hmdb:HMDB0240686",NA,NA,NA,NA,"","Cer 18:2;O2/16:0"
100015620,402,57370,210897,"Lipid","Lactosylceramides (LCER)",3092,"NAMED","MKOKWBRPIBQYJJ-WZBOJYASSA-N","[H][C@](NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC","lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*","lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*",NA,"hmdb:HMDB0004872","","chemspider:24846896","","","hmdb:HMDB0004872",NA,NA,NA,NA,"","LacCer 18:1;O2/24:1"
100015623,402,57422,211075,"Lipid","Lactosylceramides (LCER)",3091,"NAMED","QYWVASPEUXEHSY-NNRNTGNWSA-N","[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC","lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*","lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*",NA,"hmdb:HMDB0011594","pubchem:44260143","chemspider:24846893","","","hmdb:HMDB0011594",NA,NA,NA,NA,"","LacCer 18:1;O2/22:0"
100015632,402,57417,211069,"Lipid","Ceramides",3033,"NAMED","LBBFOWQGVUEADU-CKGMUTLASA-N","CCCCCCCCCCCCCCCCCC(NC(C(O)/C=C/CCCCCCCC/C=C/CCC)CO)=O","N-stearoyl-sphingadienine (d18:2/18:0)*","N-stearoyl-sphingadienine (d18:2/18:0)*",NA,"hmdb:HMDB0240362","pubchem:132282053","","","","hmdb:HMDB0240362",NA,NA,NA,NA,"","Cer 18:2;O2/18:0"
100015637,209,57663,212725,"Lipid","Fatty Acid, Monohydroxy",1975,"NAMED","RPGJJWLCCOPDAZ-UHFFFAOYSA-N","CCCCCCCCCCCCCCCCCCCCC(O)C(O)=O","2-hydroxybehenate","2-hydroxybehenate",NA,"hmdb:HMDB0061660","pubchem:193484","chemspider:167899","","","hmdb:HMDB0061660",NA,NA,NA,NA,"","2-Hydroxy behenic acid"
100015640,209,57659,212717,"Lipid","Endocannabinoid",2199,"NAMED","BFVRFWIQTACAPT-KRWDZBQOSA-N","O=C(CCCCCCCCCCCCCCC)N([H])[C@H](C(O)=O)CO","N-palmitoylserine","N-palmitoylserine",NA,"","pubchem:6453686","chemspider:4956046","","CAS:58725-46-5,474943-14-1","pubchem:6453686",NA,NA,NA,NA,"","NA-Ser 16:0"
100015641,209,57664,212727,"Lipid","Endocannabinoid",2197,"NAMED","MBDKGXAMSZIDKF-KTKRTIGZSA-N","CCCCCCCC/C=C\CCCCCCCC(NC(C(O)=O)CO)=O","N-oleoylserine","N-oleoylserine",NA,"","pubchem:44190514","chemspider:21466990","","","pubchem:44190514",NA,NA,NA,NA,"","NA-Ser 18:1(9Z)"
100015643,402,57426,211079,"Lipid","Sphingolipid Synthesis",3003,"NAMED","KWDXKYNWAKMLKK-YQMRQDNGSA-N","OC(/C=C/CCCCCCCC/C=C\CCC)C(CO)N([H])[H]","sphingadienine","sphingadienine",NA,"","pubchem:6449795","chemspider:4952479","","CAS:25696-03-1","pubchem:6449795",NA,NA,NA,NA,"","Sphingadienine"
100015723,402,57428,211081,"Lipid","Sphingosines",3168,"NAMED","BTUSGZZCQZACPT-YYZTVXDQSA-N","OC[C@H](N)[C@H](O)/C=C/CCCCCCCCCCC","hexadecasphingosine (d16:1)*","hexadecasphingosine (d16:1)*",NA,"","pubchem:14767871","chemspider:28533427","","","pubchem:14767871",NA,NA,NA,NA,"","C16 Sphingosine"
100015731,402,57430,211083,"Lipid","Ceramides",3044,"NAMED","KXVLPPCAUYSNGY-BYCLXTJYSA-N","OC(/C=C/CCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCC)=O","N-palmitoyl-heptadecasphingosine (d17:1/16:0)*","N-palmitoyl-heptadecasphingosine (d17:1/16:0)*",NA,"hmdb:HMDB0240685","","","","","hmdb:HMDB0240685",NA,NA,NA,NA,"",NA
100015735,402,57432,211086,"Lipid","Ceramides",3048,"NAMED","ZKRPGPZHULJLKJ-IMVLJIQESA-N","OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCC)=O","ceramide (d18:1/14:0, d16:1/16:0)*","ceramide (d18:1/14:0, d16:1/16:0)*",NA,"hmdb:HMDB0240681,HMDB0011773","","","","","hmdb:HMDB0240681",NA,NA,NA,NA,"",NA
100015737,402,57434,211088,"Lipid","Ceramides",3049,"NAMED","ICWGMOFDULMCFL-SJCQXOIGSA-N","OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCCC)=O","ceramide (d18:1/17:0, d17:1/18:0)*","ceramide (d18:1/17:0, d17:1/18:0)*",NA,"hmdb:HMDB0240683,HMDB0240678","","","","","hmdb:HMDB0240683",NA,NA,NA,NA,"",NA
100015744,402,57443,211097,"Lipid","Ceramides",3053,"NAMED","QMVWGDBKESWTON-OQKRWUNJSA-N","CCCCCCCCCCCCC/C=C/C(O)C(NC(CCC/C=C/CC/C=C/CCCCCCCCCCCCCC)=O)CO","ceramide (d18:2/24:1, d18:1/24:2)*","ceramide (d18:2/24:1, d18:1/24:2)*",NA,"hmdb:HMDB0240679,HMDB0240680","","","","","hmdb:HMDB0240679",NA,NA,NA,NA,"",NA
100015745,402,57453,211107,"Lipid","Hexosylceramides (HCER)",3083,"NAMED","WYTRSDHGWSSQLK-PCKKJQKNSA-N","OC(/C=C/CCCCCCCC/C=C\CCC)C(COC1C(O)C(O)C(O)C(CO)O1)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",NA,"","","","","","",NA,NA,NA,NA,"","HexCer 42:3;O2"
100015759,402,57464,211120,"Lipid","Fatty Acid Metabolism (Acyl Choline)",1951,"NAMED","WYVHUXGFCVDOEA-UHFFFAOYSA-N","C[N+](C)(C)C[CH-]OC(CCCCCCCCCCCCCCCCC)=O","stearoylcholine*","stearoylcholine*",NA,"hmdb:HMDB0240648","pubchem:90111","","","","hmdb:HMDB0240648",NA,NA,NA,NA,"","Stearoylcholine"
100015760,402,57463,211119,"Lipid","Fatty Acid Metabolism (Acyl Choline)",1949,"NAMED","GVYIAXNFCSAJSK-OKLKQMLOSA-N","C[N+](C)(C)C[CH-]OC(CCCCCCC/C=C/C/C=C/CCCCC)=O","linoleoylcholine*","linoleoylcholine*",NA,"hmdb:HMDB0013213","pubchem:53481656","","","","hmdb:HMDB0013213",NA,NA,NA,NA,"","alpha-Linoleoylcholine"
100015762,209,57467,211123,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1575,"NAMED","RILVNGKQIULBOQ-YHTMAJSVSA-N","CCCCC/C=C/C/C=C/C/C=C/CCCCCCCCC(O)=O","docosatrienoate (22:3n6)*","docosatrienoate (22:3n6)*",NA,"","pubchem:75955220","","","","pubchem:75955220",NA,NA,NA,NA,"","10Z,13Z,16Z-Docosatrienoic acid"
100015772,402,61505,217727,"Lipid","Lysophospholipid",2658,"NAMED","WSDKRPCAPHRNNZ-MGBGTMOVSA-N","C[N+](C)(CCOP([O-])(OC[C@@](O)([H])COC(CCCCCCCCCCCCCCCCCCCCCCCCC)=O)=O)C","1-cerotoyl-GPC (26:0)*","1-cerotoyl-GPC (26:0)*",NA,"hmdb:HMDB29205","","chemspider:35032836","","","hmdb:HMDB29205",NA,NA,NA,NA,"","LPC 26:0/0:0"
100015776,400,57794,213857,"Xenobiotics","Drug - Gastrointestinal",5737,"NAMED","FELGMEQIXOGIFQ-UHFFFAOYSA-N","CC1=NC=CN1CC2CCC3=C(C2=O)c4c(N3C)cccc4","ondansetron","ondansetron",NA,"hmdb:HMDB0005035","pubchem:4595","chemspider:4434","kegg:C07325","CAS:99614-02-5","hmdb:HMDB0005035",NA,NA,NA,NA,"","Ondansetron"
100015777,402,57695,213183,"Xenobiotics","Drug - Gastrointestinal",5735,"NAMED","PWWVAXIEGOYWEE-UHFFFAOYSA-N","CC(N(C)C)CN1c2c(Sc3ccccc31)cccc2","promethazine","promethazine",NA,"hmdb:HMDB0015202","pubchem:4927","chemspider:4758","kegg:C07404","CAS:58-33-3","hmdb:HMDB0015202",NA,NA,NA,NA,"","Promethazine"
100015778,402,57807,213781,"Xenobiotics","Drug - Other",6004,"NAMED","OCJYIGYOJCODJL-UHFFFAOYSA-N","Cc1cc(CN2CCN(C(c3ccc(Cl)cc3)c4ccccc4)CC2)ccc1","meclizine","meclizine",NA,"hmdb:HMDB0014875","pubchem:4034","chemspider:3894","kegg:C07116","CAS:569-65-3","hmdb:HMDB0014875",NA,NA,NA,NA,"","Meclizine"
100015779,400,57646,213049,"Xenobiotics","Drug - Neurological",5836,"NAMED","KPYSYYIEGFHWSV-UHFFFAOYSA-N","O=C(O)CC(CN)c1ccc(Cl)cc1","baclofen","baclofen",NA,"hmdb:HMDB0014327","pubchem:2284","chemspider:2197","kegg:D00241","CAS:1134-47-0","hmdb:HMDB0014327",NA,NA,NA,NA,"","Baclofen"
100015782,400,57666,213071,"Xenobiotics","Drug - Gastrointestinal",5738,"NAMED","TTWJBBZEZQICBI-UHFFFAOYSA-N","CCN(CC/N=C(O)/c1c(OC)cc(N)c(Cl)c1)CC","metoclopramide","metoclopramide",NA,"hmdb:HMDB0015363","pubchem:4168","chemspider:4024","kegg:C07868,D00726,
DG00055","CAS:364-62-5","hmdb:HMDB0015363",NA,NA,NA,NA,"","Metoclopramide"
100015783,400,57691,213109,"Xenobiotics","Drug - Psychoactive",5889,"NAMED","PHLBKPHSAVXXEF-UHFFFAOYSA-N","O=c1n(cccc2)c2nn1CCCN3CCN(c4cc(Cl)ccc4)CC3","trazadone","trazadone",NA,"hmdb:HMDB0014794","pubchem:5533","chemspider:5332","kegg:C07156,D08626","CAS:19794-93-5","hmdb:HMDB0014794",NA,NA,NA,NA,"","Trazodone"
100015785,209,57810,213739,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1566,"NAMED","YHGJECVSSKXFCJ-KUBAVDMBSA-N","OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","nisinate (24:6n3)","nisinate (24:6n3)",NA,"hmdb:HMDB0013025","pubchem:11792612","chemspider:9967286","","CAS:68378-49-4","hmdb:HMDB0013025",NA,NA,NA,NA,"","THA"
100015786,402,57476,211139,"Lipid","Dihydrosphingomyelins",3103,"NAMED","UGRZESKDAPEULH-ACEXITHZSA-N","CCCCCCCCCCCCCCC[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:0/20:0, d16:0/22:0)*","sphingomyelin (d18:0/20:0, d16:0/22:0)*",NA,"hmdb:HMDB0012090","","","","","hmdb:HMDB0012090",NA,NA,NA,NA,"","SM 38:0;O2"
100015787,402,57475,211138,"Lipid","Sphingomyelins",3121,"NAMED","HAFQHLHNPJDAGB-MAJDXUCPSA-N","CCCCCCCCCCCCCCCCCCC(N[C@H]([C@H](O)/C=C/CCCCCCCCCCCCC)COP([O-])(OCC[N+](C)(C)C)=O)=O","sphingomyelin (d18:1/19:0, d19:1/18:0)*","sphingomyelin (d18:1/19:0, d19:1/18:0)*",NA,"","","","","","",NA,NA,NA,NA,"","SM 37:1;O2"
100015788,402,57474,211137,"Lipid","Sphingomyelins",3110,"NAMED","YMTVMVYOUDDTQJ-UOMMIRHQSA-N","[H][C@](NC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC","sphingomyelin (d18:2/18:1)*","sphingomyelin (d18:2/18:1)*",NA,"hmdb:HMDB0001348","pubchem:52931155","","","","hmdb:HMDB0001348",NA,NA,NA,NA,"","SM 18:2;O2/18:1"
100015789,402,57479,211142,"Lipid","Sphingomyelins",3112,"NAMED","ZLNGRWIWHFFRNK-UKCALJHFSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCC/C=C/C/C=C/CC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/24:2)*","sphingomyelin (d18:2/24:2)*",NA,"hmdb:HMDB0240644","","","","","hmdb:HMDB0240644",NA,NA,NA,NA,"","SM 18:2;O2/24:2"
100015790,402,57480,211143,"Lipid","Sphingomyelins",3126,"NAMED","SDUGEKJCGFHJRC-GKPQAQNZSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/21:0, d16:2/23:0)*","sphingomyelin (d18:2/21:0, d16:2/23:0)*",NA,"hmdb:HMDB0240676","","","","","hmdb:HMDB0240676",NA,NA,NA,NA,"","SM 39:2;O2"
100015791,402,57482,211145,"Lipid","Sphingomyelins",3111,"NAMED","FEKSRDMVIULIDJ-SQPFVDNVSA-N","CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCC/C=C/CCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:2/23:1)*","sphingomyelin (d18:2/23:1)*",NA,"hmdb:HMDB0240668","","","","","hmdb:HMDB0240668",NA,NA,NA,NA,"","SM 18:2;O2/23:1"
100015792,402,57478,211141,"Lipid","Sphingomyelins",3132,"NAMED","JONXXLXMISNQNG-BXMSAMRLSA-N","[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",NA,"hmdb:HMDB0240675,HMDB0240674,HMDB0240673,HMDB0240671","","chemspider:24846885","","","hmdb:HMDB0240675",NA,NA,NA,NA,"","SM 43:1;O2"
100015793,402,57483,211146,"Lipid","Sphingomyelins",3117,"NAMED","YHBBZTIPONDTRX-TVUHHANTSA-N","[H][C@](NC(CCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC","sphingomyelin (d17:2/16:0, d18:2/15:0)*","sphingomyelin (d17:2/16:0, d18:2/15:0)*",NA,"hmdb:HMDB0240677","","","","","hmdb:HMDB0240677",NA,NA,NA,NA,"","SM 33:2;O2"
100015794,402,57668,213161,"Xenobiotics","Drug - Gastrointestinal",5750,"NAMED","MJIHNNLFOKEZEW-RUZDIDTESA-N","CC1=C(OCC(F)(F)F)C=CN=C1C[S@](C2=NC3=CC=CC=C3N2)=O","dexlansoprazole","dexlansoprazole",NA,"","pubchem:9578005","chemspider:7852369","kegg:D08903","CAS:138530-94-6","pubchem:9578005",NA,NA,NA,NA,"","Dexlansoprazole"
100015797,209,57658,212715,"Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1562,"NAMED","OQOCQFSPEWCSDO-JLNKQSITSA-N","OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","heneicosapentaenoate (21:5n3)","heneicosapentaenoate (21:5n3)",NA,"","pubchem:11998573","chemspider:10171040","","CAS:24257-10-1","pubchem:11998573",NA,NA,NA,NA,"","6Z,9Z,12Z,15Z,18Z-Heneicosapentaenoic acid"
100015831,402,57511,211212,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1893,"NAMED","WJCRATGUUISKDG-QNEBEIHSSA-N","O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","linolenoylcarnitine (C18:3)*","linolenoylcarnitine (C18:3)*",NA,"","","","","","",NA,NA,NA,NA,"","CAR 18:3"
100015832,402,57514,211215,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1869,"NAMED","IUMXSSOVGPXXJL-UHFFFAOYSA-N","O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCCCC","behenoylcarnitine (C22)*","behenoylcarnitine (C22)*",NA,"hmdb:HMDB0062468","pubchem:71464577","chemspider:28639204","","","hmdb:HMDB0062468",NA,NA,NA,NA,"","CAR 22:0"
100015833,402,57513,211214,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1868,"NAMED","SVJLJQBGUITFLI-UHFFFAOYSA-N","O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCC","arachidoylcarnitine (C20)*","arachidoylcarnitine (C20)*",NA,"hmdb:HMDB0006460","pubchem:53477833","chemspider:28639199","","","hmdb:HMDB0006460",NA,NA,NA,NA,"","CAR 20:0"
100015834,402,57515,211216,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1870,"NAMED","YDUFZFUYBBPVLJ-UHFFFAOYSA-N","O=C(CCCCCCCCCCCCCCCCCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O","lignoceroylcarnitine (C24)*","lignoceroylcarnitine (C24)*",NA,"hmdb:HMDB0240665","","","","","hmdb:HMDB0240665",NA,NA,NA,NA,"","CAR 24:0"
100015835,402,57516,211217,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1871,"NAMED","KOCKWDDTAHPJSX-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCCCCCCCCCCC)=O)=O","cerotoylcarnitine (C26)*","cerotoylcarnitine (C26)*",NA,"hmdb:HMDB0006347","pubchem:53477828","chemspider:35015992","","","hmdb:HMDB0006347",NA,NA,NA,NA,"","CAR 26:0"
100015836,402,57517,211218,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1891,"NAMED","ONGUASHYQLGIFC-OCOZRVBESA-N","O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCC/C=C/CCCCCCCCCCCCCCCCCCCC","ximenoylcarnitine (C26:1)*","ximenoylcarnitine (C26:1)*",NA,"","","","","","",NA,NA,NA,NA,"","CAR 26:1"
100015837,402,57518,211219,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1895,"NAMED","RBFQHRALHSUPIA-SNPVRQPZSA-N","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(OC(C[N+](C)(C)C)CC([O-])=O)=O","arachidonoylcarnitine (C20:4)","arachidonoylcarnitine (C20:4)",NA,"hmdb:HMDB0006455","pubchem:136212424","","","","hmdb:HMDB0006455",NA,NA,NA,NA,"","CAR 20:4"
100015838,402,57519,211220,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1888,"NAMED","PVOQPLSKYNZHOT-OUKQBFOZSA-N","O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCCCC/C=C/CCCCCCCC","eicosenoylcarnitine (C20:1)*","eicosenoylcarnitine (C20:1)*",NA,"","","","","","",NA,NA,NA,NA,"","CAR 20:1"
100015839,402,57520,211221,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1894,"NAMED","OLZWDVKTOGTVLC-UTJQPWESSA-N","O=C(CCCCCCCCC/C=C\C/C=C\CCCCC)OC(C[N+](C)(C)C)CC([O-])=O","dihomo-linoleoylcarnitine (C20:2)*","dihomo-linoleoylcarnitine (C20:2)*",NA,"","","","","","",NA,NA,NA,NA,"","CAR 20:2"
100015840,402,57521,211222,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1896,"NAMED","RDIZZXFTCZPSRY-WYTUUNCASA-N","O=C(CCCCCC/C=C/C/C=C/C/C=C/CCCCC)OC(CC([O-])=O)C[N+](C)(C)C","dihomo-linolenoylcarnitine (C20:3n3 or 6)*","dihomo-linolenoylcarnitine (C20:3n3 or 6)*",NA,"","","","","","",NA,NA,NA,NA,"","CAR 20:3"
100015845,402,57523,211224,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1903,"NAMED","WLLMYDQRCSWAST-WSDBEMKQSA-N","O=C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(C[N+](C)(C)C)CC([O-])=O","docosahexaenoylcarnitine (C22:6)*","docosahexaenoylcarnitine (C22:6)*",NA,"","","","","","",NA,NA,NA,NA,"","CAR 22:6"
100015846,402,57531,211232,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1890,"NAMED","QGIHQXKFCAACHN-SEYXRHQNSA-N","O=C(CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O","nervonoylcarnitine (C24:1)*","nervonoylcarnitine (C24:1)*",NA,"hmdb:HMDB0006509","","","","","hmdb:HMDB0006509",NA,NA,NA,NA,"","CAR 24:1"
100015850,402,57528,211229,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1900,"NAMED","OLORTLVEDIELGC-SNPVRQPZSA-N","O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","adrenoylcarnitine (C22:4)*","adrenoylcarnitine (C22:4)*",NA,"","","","","","",NA,NA,NA,NA,"","CAR 22:4"
100015851,402,57529,211230,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1901,"NAMED","MJPIXACTUMSGGI-WMPRHZDHSA-N","O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","docosapentaenoylcarnitine (C22:5n3)*","docosapentaenoylcarnitine (C22:5n3)*",NA,"","pubchem:71464594","","","","pubchem:71464594",NA,NA,NA,NA,"","CAR 22:5"
